job_title,location,industry,skills,experience,salary_lpa,posted_date
Data Analyst,Hyderabad,HealthTech,"python, power bi, sql",1,23,2024-12-28
Business Analyst,Hyderabad,FinTech,"sql, communication, excel",8,25,2023-07-22
Cloud Engineer,Pune,EdTech,"linux, docker, azure",7,5,2023-06-23
Cloud Engineer,Pune,E-Commerce,"docker, aws, azure",1,10,2024-02-19
Data Scientist,Delhi,EdTech,"sql, ml, python",0,23,2023-03-07
ML Engineer,Bangalore,HealthTech,"python, ml, deep learning",6,12,2024-07-11
DevOps Engineer,Chennai,E-Commerce,"linux, aws, kubernetes",6,19,2023-01-27
ML Engineer,Pune,E-Commerce,"ml, deep learning, tensorflow",1,4,2023-11-01
Cloud Engineer,Pune,EdTech,"docker, azure, aws",8,22,2024-09-13
AI Engineer,Pune,EdTech,"ml, nlp, ai",8,17,2023-08-30
Web Developer,Delhi,FinTech,"html, react, css",0,12,2024-01-03
AI Engineer,Hyderabad,EdTech,"nlp, ai, ml",8,24,2023-06-12
Cyber Security Analyst,Mumbai,HealthTech,"networking, security, linux",6,7,2024-11-01
AI Engineer,Hyderabad,EdTech,"ai, python, nlp",1,7,2023-10-09
Business Analyst,Pune,EdTech,"sql, communication, excel",0,18,2024-03-14
Data Analyst,Mumbai,E-Commerce,"power bi, python, sql",4,7,2023-05-05
Data Analyst,Chennai,E-Commerce,"excel, python, power bi",7,13,2023-04-15
Data Analyst,Delhi,FinTech,"sql, power bi, excel",4,13,2024-06-04
DevOps Engineer,Delhi,HealthTech,"linux, kubernetes, docker",0,7,2024-12-01
ML Engineer,Hyderabad,EdTech,"deep learning, tensorflow, python",8,20,2023-06-23
Business Analyst,Delhi,E-Commerce,"sql, communication, excel",1,5,2024-05-01
Web Developer,Mumbai,EdTech,"css, html, react",3,11,2024-01-30
Cloud Engineer,Delhi,IT,"aws, docker, linux",3,16,2023-03-08
Cloud Engineer,Bangalore,IT,"linux, aws, docker",1,13,2024-08-25
Cloud Engineer,Pune,HealthTech,"aws, azure, linux",1,23,2023-06-16
Cloud Engineer,Delhi,EdTech,"aws, azure, linux",7,24,2023-11-09
Web Developer,Hyderabad,FinTech,"javascript, html, react",0,14,2024-11-23
Software Engineer,Mumbai,FinTech,"sql, java, oops",7,4,2024-04-30
AI Engineer,Chennai,EdTech,"nlp, ml, ai",2,4,2024-10-24
DevOps Engineer,Pune,IT,"aws, linux, docker",8,7,2023-08-28
Data Scientist,Bangalore,EdTech,"statistics, sql, python",4,14,2023-02-21
Cloud Engineer,Hyderabad,HealthTech,"azure, docker, aws",6,7,2024-11-22
Cyber Security Analyst,Hyderabad,IT,"linux, networking, security",5,3,2024-06-28
ML Engineer,Pune,IT,"deep learning, tensorflow, ml",1,19,2023-08-02
AI Engineer,Chennai,E-Commerce,"ai, python, ml",0,23,2024-07-06
Business Analyst,Bangalore,EdTech,"excel, communication, sql",1,10,2023-05-21
Cyber Security Analyst,Hyderabad,HealthTech,"networking, linux, security",1,13,2023-03-25
Web Developer,Chennai,EdTech,"react, javascript, css",5,16,2024-09-13
Data Analyst,Pune,FinTech,"sql, python, power bi",5,8,2024-04-23
ML Engineer,Hyderabad,EdTech,"ml, deep learning, tensorflow",6,18,2024-07-08
Business Analyst,Delhi,HealthTech,"excel, communication, sql",5,22,2023-11-01
Cloud Engineer,Pune,EdTech,"aws, linux, docker",0,12,2024-09-18
Web Developer,Delhi,FinTech,"react, html, javascript",6,16,2023-04-12
Data Scientist,Pune,IT,"python, statistics, sql",8,10,2024-06-16
DevOps Engineer,Bangalore,E-Commerce,"docker, linux, aws",8,4,2023-07-27
Cyber Security Analyst,Pune,IT,"security, linux, networking",0,20,2023-11-26
AI Engineer,Bangalore,FinTech,"python, ml, ai",1,11,2023-01-25
Software Engineer,Mumbai,HealthTech,"oops, python, sql",0,13,2024-11-22
Cloud Engineer,Bangalore,FinTech,"linux, azure, docker",8,21,2023-02-13
Cyber Security Analyst,Bangalore,EdTech,"security, networking, linux",5,4,2024-02-26
Cloud Engineer,Mumbai,HealthTech,"docker, azure, aws",8,14,2024-01-09
Data Scientist,Pune,FinTech,"sql, ml, statistics",1,11,2024-09-17
Cloud Engineer,Mumbai,E-Commerce,"docker, linux, azure",7,13,2023-06-13
Web Developer,Mumbai,EdTech,"javascript, css, html",0,23,2023-05-04
Software Engineer,Chennai,E-Commerce,"java, sql, python",5,10,2024-02-13
ML Engineer,Pune,E-Commerce,"deep learning, python, tensorflow",7,4,2023-10-05
Cloud Engineer,Bangalore,IT,"linux, azure, docker",2,11,2024-02-27
Data Scientist,Hyderabad,FinTech,"ml, statistics, sql",0,3,2023-01-15
AI Engineer,Pune,E-Commerce,"ai, python, nlp",1,8,2023-03-18
Business Analyst,Delhi,IT,"excel, communication, sql",2,7,2023-01-28
Software Engineer,Chennai,HealthTech,"oops, python, sql",4,11,2023-02-12
Software Engineer,Pune,HealthTech,"oops, sql, python",4,20,2024-12-22
DevOps Engineer,Chennai,HealthTech,"aws, docker, linux",6,12,2023-11-27
Software Engineer,Chennai,E-Commerce,"oops, java, sql",0,17,2024-07-23
DevOps Engineer,Bangalore,FinTech,"linux, docker, aws",6,4,2023-01-06
Cyber Security Analyst,Delhi,HealthTech,"security, linux, networking",7,6,2023-06-16
ML Engineer,Delhi,IT,"ml, tensorflow, deep learning",0,13,2024-04-26
Software Engineer,Chennai,IT,"python, java, sql",6,12,2024-12-04
ML Engineer,Mumbai,E-Commerce,"ml, deep learning, tensorflow",8,13,2024-08-18
Data Scientist,Bangalore,EdTech,"sql, ml, statistics",8,21,2023-02-08
Data Analyst,Delhi,FinTech,"power bi, excel, python",0,9,2024-12-13
Cloud Engineer,Hyderabad,FinTech,"docker, aws, linux",6,17,2024-05-23
Data Scientist,Bangalore,FinTech,"sql, ml, python",6,9,2024-08-27
Data Analyst,Pune,IT,"python, sql, power bi",2,3,2024-05-21
Software Engineer,Pune,IT,"oops, python, java",1,6,2024-11-02
DevOps Engineer,Mumbai,IT,"linux, aws, kubernetes",8,19,2024-11-21
Business Analyst,Bangalore,FinTech,"communication, sql, excel",1,19,2023-06-12
Cloud Engineer,Chennai,E-Commerce,"docker, linux, aws",0,18,2024-07-14
Cyber Security Analyst,Mumbai,FinTech,"linux, security, networking",7,12,2023-12-05
AI Engineer,Bangalore,HealthTech,"nlp, ml, ai",5,14,2024-05-15
Software Engineer,Chennai,E-Commerce,"oops, sql, java",8,25,2024-08-31
DevOps Engineer,Mumbai,EdTech,"docker, aws, linux",4,12,2023-12-23
Data Scientist,Pune,IT,"sql, ml, statistics",4,9,2023-01-12
Software Engineer,Hyderabad,E-Commerce,"sql, oops, java",7,22,2024-09-07
AI Engineer,Bangalore,HealthTech,"ml, python, nlp",1,12,2023-03-22
Web Developer,Chennai,EdTech,"html, css, react",1,20,2024-06-23
Business Analyst,Bangalore,E-Commerce,"sql, excel, communication",5,25,2023-12-11
Business Analyst,Hyderabad,E-Commerce,"sql, excel, communication",4,7,2023-06-17
ML Engineer,Mumbai,EdTech,"ml, deep learning, tensorflow",6,18,2024-02-21
DevOps Engineer,Mumbai,IT,"kubernetes, docker, linux",7,6,2023-07-08
Cloud Engineer,Delhi,EdTech,"azure, docker, linux",4,23,2024-12-12
DevOps Engineer,Delhi,IT,"aws, linux, docker",4,16,2024-04-25
ML Engineer,Chennai,EdTech,"python, ml, deep learning",7,10,2025-01-01
Data Analyst,Bangalore,FinTech,"power bi, python, excel",1,18,2024-03-01
Business Analyst,Hyderabad,HealthTech,"excel, sql, communication",4,20,2023-03-17
Data Scientist,Pune,EdTech,"ml, python, statistics",6,5,2023-03-11
AI Engineer,Delhi,FinTech,"nlp, ml, python",2,17,2024-07-21
ML Engineer,Bangalore,IT,"deep learning, tensorflow, ml",8,3,2023-10-12
AI Engineer,Chennai,FinTech,"ml, nlp, python",5,19,2023-05-28
Data Analyst,Delhi,IT,"excel, power bi, python",2,20,2023-01-20
Software Engineer,Chennai,EdTech,"python, oops, sql",4,4,2023-05-01
DevOps Engineer,Chennai,E-Commerce,"linux, aws, docker",5,20,2024-02-10
AI Engineer,Hyderabad,IT,"python, ml, ai",6,10,2024-03-28
Data Scientist,Hyderabad,EdTech,"statistics, ml, python",8,16,2024-12-01
Cloud Engineer,Chennai,HealthTech,"linux, docker, azure",7,4,2023-11-23
Cyber Security Analyst,Mumbai,FinTech,"security, networking, linux",3,24,2023-06-04
AI Engineer,Chennai,EdTech,"ai, nlp, python",8,6,2024-04-13
Business Analyst,Hyderabad,EdTech,"sql, excel, communication",1,13,2024-03-11
Business Analyst,Mumbai,HealthTech,"excel, sql, communication",5,4,2024-02-01
Data Analyst,Chennai,IT,"python, power bi, sql",5,3,2024-08-23
Web Developer,Mumbai,FinTech,"javascript, react, css",3,10,2024-07-04
DevOps Engineer,Bangalore,E-Commerce,"kubernetes, docker, linux",4,22,2024-07-01
ML Engineer,Pune,FinTech,"python, deep learning, ml",1,10,2023-12-18
Business Analyst,Chennai,HealthTech,"communication, sql, excel",7,13,2024-08-31
Cyber Security Analyst,Mumbai,IT,"security, linux, networking",0,22,2024-01-30
Software Engineer,Hyderabad,IT,"java, oops, sql",3,6,2023-01-15
Business Analyst,Mumbai,E-Commerce,"sql, excel, communication",7,23,2023-12-02
Business Analyst,Mumbai,IT,"excel, sql, communication",0,3,2023-01-05
Cloud Engineer,Mumbai,E-Commerce,"docker, linux, azure",3,12,2024-03-11
AI Engineer,Pune,HealthTech,"ai, python, nlp",7,23,2024-02-18
AI Engineer,Mumbai,FinTech,"python, ai, nlp",4,10,2023-10-07
Cyber Security Analyst,Hyderabad,IT,"security, linux, networking",6,19,2023-05-09
ML Engineer,Mumbai,IT,"python, tensorflow, deep learning",5,16,2024-05-27
Data Analyst,Delhi,IT,"python, excel, power bi",7,17,2023-03-14
DevOps Engineer,Mumbai,FinTech,"aws, kubernetes, linux",8,12,2023-11-05
Data Scientist,Hyderabad,HealthTech,"ml, sql, python",8,16,2023-11-08
ML Engineer,Chennai,E-Commerce,"python, deep learning, ml",7,6,2023-11-10
Software Engineer,Mumbai,HealthTech,"python, oops, sql",0,15,2023-08-21
Data Scientist,Chennai,FinTech,"statistics, sql, ml",6,18,2023-01-19
Cloud Engineer,Pune,FinTech,"linux, aws, azure",0,6,2024-04-14
Business Analyst,Delhi,IT,"communication, sql, excel",2,6,2023-06-29
Web Developer,Pune,E-Commerce,"html, css, react",2,9,2024-11-27
Cyber Security Analyst,Mumbai,FinTech,"linux, networking, security",6,3,2024-02-08
DevOps Engineer,Delhi,HealthTech,"aws, linux, kubernetes",5,5,2023-09-16
DevOps Engineer,Mumbai,EdTech,"aws, docker, linux",1,15,2023-03-07
ML Engineer,Delhi,FinTech,"tensorflow, python, ml",0,20,2024-03-24
ML Engineer,Hyderabad,IT,"python, ml, tensorflow",6,13,2024-03-26
ML Engineer,Pune,HealthTech,"ml, tensorflow, deep learning",6,6,2023-10-30
ML Engineer,Bangalore,FinTech,"tensorflow, ml, python",8,16,2023-01-31
Business Analyst,Hyderabad,FinTech,"sql, communication, excel",5,4,2023-04-01
ML Engineer,Hyderabad,IT,"ml, tensorflow, python",7,3,2024-03-04
Data Scientist,Bangalore,FinTech,"sql, statistics, python",1,11,2023-11-14
Data Scientist,Mumbai,FinTech,"sql, python, ml",3,20,2023-11-27
Data Scientist,Delhi,FinTech,"sql, statistics, ml",5,3,2023-11-11
