job_title,location,industry,skills,experience,salary_lpa,posted_date,demand_score,demand_label
Cloud Engineer (Remote),Hyderabad,IT,"linux, azure, docker",6,6,2023-04-01,121,Medium
Data Analyst (Remote),Hyderabad,HealthTech,"power bi, python, sql",1,21,2023-03-15,114,Low
ML Engineer,Chennai,IT,"tensorflow, ml, deep learning",1,3,2023-11-02,138,High
Web Developer,Bangalore,E-Commerce,"html, css, react",1,24,2023-01-09,112,Low
Software Engineer (Remote),Bangalore,FinTech,"java, python, oops",7,7,2023-05-16,115,Medium
Cloud Engineer,Hyderabad,FinTech,"linux, docker, azure",6,5,2023-05-03,121,Medium
Data Analyst,Hyderabad,IT,"power bi, excel, python",8,18,2023-08-25,114,Low
Business Analyst,Delhi,EdTech,"excel, sql, communication",3,14,2023-03-07,114,Low
ML Engineer,Mumbai,EdTech,"tensorflow, deep learning, ml",4,13,2024-04-19,138,High
Business Analyst (Remote),Chennai,HealthTech,"excel, communication, sql",8,3,2024-05-22,114,Low
Web Developer,Delhi,E-Commerce,"css, react, html",2,8,2023-12-22,112,Low
Business Analyst,Mumbai,EdTech,"excel, sql, communication",4,22,2024-09-26,114,Low
Data Scientist (Remote),Mumbai,HealthTech,"statistics, sql, python",0,5,2024-08-24,114,Low
Cyber Security Analyst,Chennai,FinTech,"linux, security, networking",1,23,2023-10-03,127,High
ML Engineer,Chennai,IT,"ml, tensorflow, python",8,18,2024-05-16,138,High
Data Analyst,Chennai,EdTech,"excel, sql, python",0,21,2023-08-25,114,Low
Data Analyst,Chennai,EdTech,"excel, power bi, sql",5,25,2023-08-06,114,Low
AI Engineer,Delhi,FinTech,"ai, ml, python",6,4,2024-08-03,120,Medium
ML Engineer (Remote),Pune,E-Commerce,"deep learning, tensorflow, python",3,24,2023-11-25,138,High
Web Developer (Remote),Chennai,FinTech,"html, javascript, css",2,4,2024-06-26,112,Low
Software Engineer,Hyderabad,EdTech,"oops, python, java",7,24,2023-10-05,115,Medium
AI Engineer,Pune,FinTech,"nlp, ml, ai",0,15,2024-03-27,120,Medium
DevOps Engineer (Remote),Chennai,IT,"docker, aws, linux",2,5,2024-06-21,125,High
DevOps Engineer (Remote),Chennai,EdTech,"linux, kubernetes, docker",1,7,2023-02-10,125,High
AI Engineer,Pune,EdTech,"ml, python, ai",5,22,2024-05-01,120,Medium
DevOps Engineer,Delhi,E-Commerce,"linux, aws, kubernetes",3,19,2023-02-21,125,High
ML Engineer,Pune,IT,"ml, deep learning, python",1,5,2024-01-26,138,High
ML Engineer (Remote),Pune,EdTech,"tensorflow, ml, python",0,18,2024-03-28,138,High
Data Scientist (Remote),Pune,EdTech,"ml, python, sql",4,21,2023-10-09,114,Low
Web Developer (Remote),Hyderabad,EdTech,"html, css, javascript",4,24,2023-02-25,112,Low
ML Engineer,Mumbai,IT,"python, tensorflow, deep learning",8,12,2023-10-13,138,High
DevOps Engineer (Remote),Hyderabad,IT,"kubernetes, docker, aws",1,21,2024-01-03,125,High
Web Developer,Chennai,E-Commerce,"css, javascript, react",7,25,2024-07-22,112,Low
DevOps Engineer (Remote),Chennai,HealthTech,"aws, docker, linux",8,8,2024-08-22,125,High
ML Engineer,Pune,IT,"tensorflow, ml, deep learning",2,5,2023-12-14,138,High
Software Engineer,Hyderabad,FinTech,"java, oops, python",1,16,2023-07-22,115,Medium
Software Engineer,Delhi,HealthTech,"java, oops, python",0,14,2024-10-16,115,Medium
Web Developer (Remote),Chennai,HealthTech,"javascript, html, css",7,13,2024-06-13,112,Low
ML Engineer (Remote),Hyderabad,HealthTech,"deep learning, ml, python",4,21,2024-01-23,138,High
Cyber Security Analyst (Remote),Chennai,FinTech,"linux, networking, security",5,22,2024-10-13,127,High
Web Developer,Pune,HealthTech,"css, html, javascript",1,15,2023-01-01,112,Low
Software Engineer,Bangalore,IT,"java, oops, sql",2,18,2023-05-01,115,Medium
Business Analyst,Delhi,E-Commerce,"communication, excel, sql",2,11,2023-11-22,114,Low
Business Analyst,Chennai,EdTech,"sql, excel, communication",3,20,2023-08-03,114,Low
Data Analyst,Delhi,HealthTech,"sql, excel, python",4,25,2024-01-23,114,Low
Cloud Engineer (Remote),Delhi,E-Commerce,"aws, docker, linux",8,16,2024-07-26,121,Medium
Cloud Engineer,Mumbai,HealthTech,"linux, azure, aws",8,5,2024-09-02,121,Medium
AI Engineer,Delhi,E-Commerce,"ml, ai, nlp",8,17,2024-01-27,120,Medium
ML Engineer,Bangalore,HealthTech,"tensorflow, deep learning, ml",6,14,2024-06-20,138,High
ML Engineer,Pune,FinTech,"deep learning, python, tensorflow",3,7,2023-01-12,138,High
Data Analyst (Remote),Bangalore,E-Commerce,"power bi, python, sql",2,22,2024-02-15,114,Low
Software Engineer (Remote),Mumbai,IT,"oops, java, python",0,7,2023-07-19,115,Medium
Data Scientist,Delhi,EdTech,"sql, ml, statistics",0,17,2023-07-06,114,Low
Data Scientist (Remote),Pune,IT,"ml, sql, statistics",3,21,2024-07-04,114,Low
Web Developer,Hyderabad,EdTech,"css, html, javascript",8,23,2024-05-31,112,Low
DevOps Engineer (Remote),Chennai,IT,"kubernetes, aws, linux",6,4,2023-09-18,125,High
Cloud Engineer,Delhi,HealthTech,"linux, aws, azure",0,22,2023-02-16,121,Medium
Cloud Engineer (Remote),Bangalore,FinTech,"linux, docker, aws",8,5,2023-03-15,121,Medium
Cyber Security Analyst,Bangalore,IT,"security, networking, linux",6,8,2023-07-02,127,High
Data Scientist,Delhi,IT,"python, ml, statistics",8,13,2023-12-21,114,Low
AI Engineer (Remote),Delhi,EdTech,"ai, python, nlp",1,25,2023-03-19,120,Medium
Data Analyst,Mumbai,EdTech,"excel, python, power bi",4,16,2024-06-09,114,Low
AI Engineer,Mumbai,EdTech,"ml, nlp, ai",2,8,2023-09-11,120,Medium
Business Analyst,Pune,HealthTech,"excel, communication, sql",5,3,2024-10-24,114,Low
ML Engineer,Pune,EdTech,"ml, python, tensorflow",6,19,2023-12-26,138,High
Data Scientist,Pune,EdTech,"sql, python, statistics",4,22,2024-06-17,114,Low
AI Engineer (Remote),Delhi,HealthTech,"ai, nlp, python",4,15,2024-11-10,120,Medium
Software Engineer (Remote),Delhi,E-Commerce,"java, oops, python",8,10,2024-04-09,115,Medium
Web Developer (Remote),Mumbai,FinTech,"html, react, javascript",8,11,2024-08-23,112,Low
Business Analyst,Chennai,E-Commerce,"excel, sql, communication",1,6,2023-06-01,114,Low
Cyber Security Analyst (Remote),Chennai,IT,"linux, security, networking",0,4,2024-10-02,127,High
AI Engineer,Pune,IT,"nlp, python, ml",7,20,2024-03-19,120,Medium
Web Developer,Chennai,IT,"react, html, javascript",1,25,2024-02-07,112,Low
AI Engineer (Remote),Pune,EdTech,"nlp, ml, python",3,20,2023-10-19,120,Medium
Web Developer,Bangalore,EdTech,"javascript, html, react",3,16,2023-10-03,112,Low
ML Engineer (Remote),Delhi,FinTech,"deep learning, python, tensorflow",4,7,2024-07-14,138,High
Software Engineer (Remote),Mumbai,EdTech,"java, sql, python",6,21,2023-05-20,115,Medium
ML Engineer,Mumbai,FinTech,"tensorflow, deep learning, python",3,6,2023-03-02,138,High
Cyber Security Analyst,Pune,E-Commerce,"networking, security, linux",5,20,2023-01-06,127,High
Data Analyst,Hyderabad,IT,"excel, power bi, sql",7,5,2023-05-09,114,Low
ML Engineer,Mumbai,EdTech,"tensorflow, deep learning, ml",6,12,2024-09-06,138,High
Software Engineer (Remote),Delhi,HealthTech,"sql, oops, java",2,4,2023-09-18,115,Medium
DevOps Engineer,Hyderabad,IT,"kubernetes, aws, docker",0,20,2023-10-29,125,High
Data Analyst,Hyderabad,E-Commerce,"python, excel, power bi",8,4,2023-05-12,114,Low
DevOps Engineer,Pune,EdTech,"kubernetes, docker, linux",4,11,2023-04-30,125,High
Cloud Engineer (Remote),Bangalore,FinTech,"azure, linux, aws",8,10,2024-07-07,121,Medium
Cloud Engineer,Hyderabad,HealthTech,"docker, linux, aws",3,24,2023-04-11,121,Medium
AI Engineer,Pune,E-Commerce,"ai, python, ml",2,15,2023-10-17,120,Medium
DevOps Engineer (Remote),Bangalore,IT,"kubernetes, linux, docker",5,9,2023-11-04,125,High
AI Engineer,Bangalore,IT,"nlp, python, ai",8,3,2023-12-10,120,Medium
Data Analyst (Remote),Chennai,EdTech,"excel, sql, python",1,12,2024-10-14,114,Low
ML Engineer,Hyderabad,EdTech,"deep learning, ml, python",0,11,2023-04-11,138,High
DevOps Engineer,Pune,HealthTech,"kubernetes, aws, linux",3,25,2024-04-09,125,High
Data Scientist (Remote),Chennai,E-Commerce,"sql, statistics, ml",2,16,2024-08-01,114,Low
DevOps Engineer,Hyderabad,EdTech,"aws, docker, linux",2,11,2023-01-01,125,High
Data Scientist,Hyderabad,EdTech,"ml, python, sql",2,14,2023-03-08,114,Low
Data Analyst,Chennai,FinTech,"power bi, python, sql",4,13,2024-08-28,114,Low
Cyber Security Analyst,Delhi,IT,"security, networking, linux",1,9,2023-12-15,127,High
Cloud Engineer,Hyderabad,EdTech,"azure, docker, linux",5,19,2024-04-18,121,Medium
ML Engineer,Chennai,IT,"deep learning, tensorflow, python",5,10,2023-04-10,138,High
Business Analyst,Pune,E-Commerce,"sql, excel, communication",1,16,2023-06-20,114,Low
Software Engineer (Remote),Delhi,FinTech,"java, oops, python",0,24,2023-01-12,115,Medium
AI Engineer,Pune,IT,"ai, nlp, python",0,8,2023-02-28,120,Medium
ML Engineer (Remote),Chennai,IT,"tensorflow, python, deep learning",7,10,2023-11-13,138,High
Cyber Security Analyst,Delhi,EdTech,"security, networking, linux",4,14,2023-09-04,127,High
Business Analyst,Chennai,EdTech,"communication, sql, excel",6,19,2024-11-21,114,Low
Web Developer (Remote),Pune,E-Commerce,"html, javascript, react",4,14,2024-09-06,112,Low
Software Engineer,Delhi,EdTech,"java, python, sql",5,23,2024-09-17,115,Medium
Cyber Security Analyst,Bangalore,EdTech,"security, linux, networking",6,7,2023-04-08,127,High
Business Analyst (Remote),Chennai,EdTech,"excel, communication, sql",3,13,2023-05-08,114,Low
Data Scientist,Mumbai,E-Commerce,"python, statistics, ml",8,18,2023-03-14,114,Low
Data Analyst,Hyderabad,EdTech,"python, power bi, sql",3,3,2023-08-07,114,Low
Business Analyst (Remote),Chennai,FinTech,"excel, sql, communication",1,24,2023-02-20,114,Low
ML Engineer,Hyderabad,HealthTech,"tensorflow, ml, deep learning",6,16,2024-05-02,138,High
Data Analyst (Remote),Pune,IT,"excel, python, power bi",8,18,2023-08-29,114,Low
Web Developer,Delhi,IT,"javascript, css, html",1,9,2023-01-27,112,Low
Business Analyst,Pune,IT,"excel, sql, communication",7,15,2024-05-22,114,Low
AI Engineer,Hyderabad,IT,"python, nlp, ai",1,13,2023-08-10,120,Medium
Web Developer,Delhi,FinTech,"css, javascript, html",5,15,2024-03-10,112,Low
Software Engineer,Pune,IT,"sql, python, java",8,22,2023-12-28,115,Medium
Web Developer,Hyderabad,IT,"javascript, html, css",4,10,2023-06-20,112,Low
Software Engineer (Remote),Delhi,EdTech,"python, oops, java",2,25,2024-04-02,115,Medium
Cloud Engineer,Pune,HealthTech,"docker, linux, aws",6,8,2023-06-11,121,Medium
Data Analyst (Remote),Hyderabad,EdTech,"excel, python, sql",7,22,2024-01-30,114,Low
Data Scientist,Chennai,IT,"statistics, sql, ml",7,8,2023-05-29,114,Low
AI Engineer (Remote),Chennai,FinTech,"python, ml, ai",8,9,2023-07-05,120,Medium
DevOps Engineer (Remote),Chennai,FinTech,"kubernetes, docker, linux",3,23,2023-07-03,125,High
Cyber Security Analyst (Remote),Bangalore,FinTech,"security, linux, networking",4,7,2024-04-12,127,High
Cloud Engineer,Hyderabad,E-Commerce,"docker, linux, azure",6,13,2023-07-19,121,Medium
AI Engineer (Remote),Chennai,IT,"python, ai, ml",7,21,2024-09-18,120,Medium
Cloud Engineer,Bangalore,HealthTech,"linux, aws, azure",2,10,2023-02-23,121,Medium
Web Developer (Remote),Chennai,IT,"html, css, javascript",1,12,2024-12-09,112,Low
Web Developer (Remote),Pune,EdTech,"html, css, javascript",1,10,2023-11-09,112,Low
Cyber Security Analyst,Bangalore,IT,"security, networking, linux",3,8,2023-06-03,127,High
ML Engineer,Bangalore,FinTech,"ml, python, deep learning",4,4,2023-01-13,138,High
DevOps Engineer (Remote),Pune,HealthTech,"kubernetes, linux, aws",3,16,2024-10-25,125,High
Data Analyst,Delhi,IT,"python, sql, power bi",7,9,2024-08-28,114,Low
Data Scientist,Bangalore,HealthTech,"statistics, python, ml",4,12,2024-04-19,114,Low
Web Developer,Delhi,EdTech,"javascript, css, html",3,11,2024-08-03,112,Low
Web Developer (Remote),Pune,HealthTech,"css, javascript, react",2,5,2024-09-02,112,Low
Data Scientist (Remote),Chennai,E-Commerce,"python, sql, statistics",7,13,2023-05-17,114,Low
ML Engineer,Pune,HealthTech,"python, tensorflow, ml",4,8,2024-12-10,138,High
Cloud Engineer (Remote),Mumbai,FinTech,"docker, aws, linux",1,24,2024-04-25,121,Medium
Cloud Engineer,Chennai,E-Commerce,"docker, aws, linux",6,16,2023-10-20,121,Medium
Business Analyst,Mumbai,IT,"communication, sql, excel",0,3,2024-11-16,114,Low
AI Engineer,Mumbai,HealthTech,"ml, nlp, python",5,10,2024-08-22,120,Medium
Cyber Security Analyst,Hyderabad,IT,"networking, linux, security",8,11,2023-10-22,127,High
Web Developer,Pune,E-Commerce,"javascript, css, html",3,14,2023-05-20,112,Low
Software Engineer,Pune,IT,"sql, java, oops",6,4,2024-10-28,115,Medium
Data Analyst,Hyderabad,HealthTech,"python, power bi, sql",1,23,2024-12-28,114,Low
Business Analyst,Hyderabad,FinTech,"sql, communication, excel",8,25,2023-07-22,114,Low
Cloud Engineer,Pune,EdTech,"linux, docker, azure",7,5,2023-06-23,121,Medium
Cloud Engineer,Pune,E-Commerce,"docker, aws, azure",1,10,2024-02-19,121,Medium
Data Scientist,Delhi,EdTech,"sql, ml, python",0,23,2023-03-07,114,Low
ML Engineer,Bangalore,HealthTech,"python, ml, deep learning",6,12,2024-07-11,138,High
DevOps Engineer,Chennai,E-Commerce,"linux, aws, kubernetes",6,19,2023-01-27,125,High
ML Engineer,Pune,E-Commerce,"ml, deep learning, tensorflow",1,4,2023-11-01,138,High
Cloud Engineer,Pune,EdTech,"docker, azure, aws",8,22,2024-09-13,121,Medium
AI Engineer,Pune,EdTech,"ml, nlp, ai",8,17,2023-08-30,120,Medium
Web Developer (Remote),Delhi,FinTech,"html, react, css",0,12,2024-01-03,112,Low
AI Engineer (Remote),Hyderabad,EdTech,"nlp, ai, ml",8,24,2023-06-12,120,Medium
Cyber Security Analyst,Mumbai,HealthTech,"networking, security, linux",6,7,2024-11-01,127,High
AI Engineer (Remote),Hyderabad,EdTech,"ai, python, nlp",1,7,2023-10-09,120,Medium
Business Analyst (Remote),Pune,EdTech,"sql, communication, excel",0,18,2024-03-14,114,Low
Data Analyst (Remote),Mumbai,E-Commerce,"power bi, python, sql",4,7,2023-05-05,114,Low
Data Analyst (Remote),Chennai,E-Commerce,"excel, python, power bi",7,13,2023-04-15,114,Low
Data Analyst (Remote),Delhi,FinTech,"sql, power bi, excel",4,13,2024-06-04,114,Low
DevOps Engineer,Delhi,HealthTech,"linux, kubernetes, docker",0,7,2024-12-01,125,High
ML Engineer,Hyderabad,EdTech,"deep learning, tensorflow, python",8,20,2023-06-23,138,High
Business Analyst,Delhi,E-Commerce,"sql, communication, excel",1,5,2024-05-01,114,Low
Web Developer,Mumbai,EdTech,"css, html, react",3,11,2024-01-30,112,Low
Cloud Engineer (Remote),Delhi,IT,"aws, docker, linux",3,16,2023-03-08,121,Medium
Cloud Engineer,Bangalore,IT,"linux, aws, docker",1,13,2024-08-25,121,Medium
Cloud Engineer,Pune,HealthTech,"aws, azure, linux",1,23,2023-06-16,121,Medium
Cloud Engineer (Remote),Delhi,EdTech,"aws, azure, linux",7,24,2023-11-09,121,Medium
Web Developer,Hyderabad,FinTech,"javascript, html, react",0,14,2024-11-23,112,Low
Software Engineer,Mumbai,FinTech,"sql, java, oops",7,4,2024-04-30,115,Medium
AI Engineer,Chennai,EdTech,"nlp, ml, ai",2,4,2024-10-24,120,Medium
DevOps Engineer,Pune,IT,"aws, linux, docker",8,7,2023-08-28,125,High
Data Scientist,Bangalore,EdTech,"statistics, sql, python",4,14,2023-02-21,114,Low
Cloud Engineer (Remote),Hyderabad,HealthTech,"azure, docker, aws",6,7,2024-11-22,121,Medium
Cyber Security Analyst,Hyderabad,IT,"linux, networking, security",5,3,2024-06-28,127,High
ML Engineer (Remote),Pune,IT,"deep learning, tensorflow, ml",1,19,2023-08-02,138,High
AI Engineer,Chennai,E-Commerce,"ai, python, ml",0,23,2024-07-06,120,Medium
Business Analyst,Bangalore,EdTech,"excel, communication, sql",1,10,2023-05-21,114,Low
Cyber Security Analyst,Hyderabad,HealthTech,"networking, linux, security",1,13,2023-03-25,127,High
Web Developer,Chennai,EdTech,"react, javascript, css",5,16,2024-09-13,112,Low
Data Analyst (Remote),Pune,FinTech,"sql, python, power bi",5,8,2024-04-23,114,Low
ML Engineer (Remote),Hyderabad,EdTech,"ml, deep learning, tensorflow",6,18,2024-07-08,138,High
Business Analyst (Remote),Delhi,HealthTech,"excel, communication, sql",5,22,2023-11-01,114,Low
Cloud Engineer (Remote),Pune,EdTech,"aws, linux, docker",0,12,2024-09-18,121,Medium
Web Developer,Delhi,FinTech,"react, html, javascript",6,16,2023-04-12,112,Low
Data Scientist,Pune,IT,"python, statistics, sql",8,10,2024-06-16,114,Low
DevOps Engineer (Remote),Bangalore,E-Commerce,"docker, linux, aws",8,4,2023-07-27,125,High
Cyber Security Analyst,Pune,IT,"security, linux, networking",0,20,2023-11-26,127,High
AI Engineer,Bangalore,FinTech,"python, ml, ai",1,11,2023-01-25,120,Medium
Software Engineer,Mumbai,HealthTech,"oops, python, sql",0,13,2024-11-22,115,Medium
Cloud Engineer,Bangalore,FinTech,"linux, azure, docker",8,21,2023-02-13,121,Medium
Cyber Security Analyst (Remote),Bangalore,EdTech,"security, networking, linux",5,4,2024-02-26,127,High
Cloud Engineer,Mumbai,HealthTech,"docker, azure, aws",8,14,2024-01-09,121,Medium
Data Scientist,Pune,FinTech,"sql, ml, statistics",1,11,2024-09-17,114,Low
Cloud Engineer,Mumbai,E-Commerce,"docker, linux, azure",7,13,2023-06-13,121,Medium
Web Developer (Remote),Mumbai,EdTech,"javascript, css, html",0,23,2023-05-04,112,Low
Software Engineer,Chennai,E-Commerce,"java, sql, python",5,10,2024-02-13,115,Medium
ML Engineer (Remote),Pune,E-Commerce,"deep learning, python, tensorflow",7,4,2023-10-05,138,High
Cloud Engineer (Remote),Bangalore,IT,"linux, azure, docker",2,11,2024-02-27,121,Medium
Data Scientist,Hyderabad,FinTech,"ml, statistics, sql",0,3,2023-01-15,114,Low
AI Engineer,Pune,E-Commerce,"ai, python, nlp",1,8,2023-03-18,120,Medium
Business Analyst,Delhi,IT,"excel, communication, sql",2,7,2023-01-28,114,Low
Software Engineer (Remote),Chennai,HealthTech,"oops, python, sql",4,11,2023-02-12,115,Medium
Software Engineer,Pune,HealthTech,"oops, sql, python",4,20,2024-12-22,115,Medium
DevOps Engineer (Remote),Chennai,HealthTech,"aws, docker, linux",6,12,2023-11-27,125,High
Software Engineer (Remote),Chennai,E-Commerce,"oops, java, sql",0,17,2024-07-23,115,Medium
DevOps Engineer,Bangalore,FinTech,"linux, docker, aws",6,4,2023-01-06,125,High
Cyber Security Analyst,Delhi,HealthTech,"security, linux, networking",7,6,2023-06-16,127,High
ML Engineer,Delhi,IT,"ml, tensorflow, deep learning",0,13,2024-04-26,138,High
Software Engineer,Chennai,IT,"python, java, sql",6,12,2024-12-04,115,Medium
ML Engineer,Mumbai,E-Commerce,"ml, deep learning, tensorflow",8,13,2024-08-18,138,High
Data Scientist,Bangalore,EdTech,"sql, ml, statistics",8,21,2023-02-08,114,Low
Data Analyst (Remote),Delhi,FinTech,"power bi, excel, python",0,9,2024-12-13,114,Low
Cloud Engineer,Hyderabad,FinTech,"docker, aws, linux",6,17,2024-05-23,121,Medium
Data Scientist,Bangalore,FinTech,"sql, ml, python",6,9,2024-08-27,114,Low
Data Analyst (Remote),Pune,IT,"python, sql, power bi",2,3,2024-05-21,114,Low
Software Engineer,Pune,IT,"oops, python, java",1,6,2024-11-02,115,Medium
DevOps Engineer,Mumbai,IT,"linux, aws, kubernetes",8,19,2024-11-21,125,High
Business Analyst (Remote),Bangalore,FinTech,"communication, sql, excel",1,19,2023-06-12,114,Low
Cloud Engineer (Remote),Chennai,E-Commerce,"docker, linux, aws",0,18,2024-07-14,121,Medium
Cyber Security Analyst,Mumbai,FinTech,"linux, security, networking",7,12,2023-12-05,127,High
AI Engineer (Remote),Bangalore,HealthTech,"nlp, ml, ai",5,14,2024-05-15,120,Medium
Software Engineer,Chennai,E-Commerce,"oops, sql, java",8,25,2024-08-31,115,Medium
DevOps Engineer,Mumbai,EdTech,"docker, aws, linux",4,12,2023-12-23,125,High
Data Scientist,Pune,IT,"sql, ml, statistics",4,9,2023-01-12,114,Low
Software Engineer,Hyderabad,E-Commerce,"sql, oops, java",7,22,2024-09-07,115,Medium
AI Engineer,Bangalore,HealthTech,"ml, python, nlp",1,12,2023-03-22,120,Medium
Web Developer (Remote),Chennai,EdTech,"html, css, react",1,20,2024-06-23,112,Low
Business Analyst,Bangalore,E-Commerce,"sql, excel, communication",5,25,2023-12-11,114,Low
Business Analyst,Hyderabad,E-Commerce,"sql, excel, communication",4,7,2023-06-17,114,Low
ML Engineer (Remote),Mumbai,EdTech,"ml, deep learning, tensorflow",6,18,2024-02-21,138,High
DevOps Engineer,Mumbai,IT,"kubernetes, docker, linux",7,6,2023-07-08,125,High
Cloud Engineer,Delhi,EdTech,"azure, docker, linux",4,23,2024-12-12,121,Medium
DevOps Engineer,Delhi,IT,"aws, linux, docker",4,16,2024-04-25,125,High
ML Engineer,Chennai,EdTech,"python, ml, deep learning",7,10,2025-01-01,138,High
Data Analyst,Bangalore,FinTech,"power bi, python, excel",1,18,2024-03-01,114,Low
Business Analyst,Hyderabad,HealthTech,"excel, sql, communication",4,20,2023-03-17,114,Low
Data Scientist,Pune,EdTech,"ml, python, statistics",6,5,2023-03-11,114,Low
AI Engineer,Delhi,FinTech,"nlp, ml, python",2,17,2024-07-21,120,Medium
ML Engineer,Bangalore,IT,"deep learning, tensorflow, ml",8,3,2023-10-12,138,High
AI Engineer,Chennai,FinTech,"ml, nlp, python",5,19,2023-05-28,120,Medium
Data Analyst,Delhi,IT,"excel, power bi, python",2,20,2023-01-20,114,Low
Software Engineer (Remote),Chennai,EdTech,"python, oops, sql",4,4,2023-05-01,115,Medium
DevOps Engineer,Chennai,E-Commerce,"linux, aws, docker",5,20,2024-02-10,125,High
AI Engineer,Hyderabad,IT,"python, ml, ai",6,10,2024-03-28,120,Medium
Data Scientist (Remote),Hyderabad,EdTech,"statistics, ml, python",8,16,2024-12-01,114,Low
Cloud Engineer,Chennai,HealthTech,"linux, docker, azure",7,4,2023-11-23,121,Medium
Cyber Security Analyst (Remote),Mumbai,FinTech,"security, networking, linux",3,24,2023-06-04,127,High
AI Engineer (Remote),Chennai,EdTech,"ai, nlp, python",8,6,2024-04-13,120,Medium
Business Analyst,Hyderabad,EdTech,"sql, excel, communication",1,13,2024-03-11,114,Low
Business Analyst (Remote),Mumbai,HealthTech,"excel, sql, communication",5,4,2024-02-01,114,Low
Data Analyst,Chennai,IT,"python, power bi, sql",5,3,2024-08-23,114,Low
Web Developer,Mumbai,FinTech,"javascript, react, css",3,10,2024-07-04,112,Low
DevOps Engineer,Bangalore,E-Commerce,"kubernetes, docker, linux",4,22,2024-07-01,125,High
ML Engineer (Remote),Pune,FinTech,"python, deep learning, ml",1,10,2023-12-18,138,High
Business Analyst (Remote),Chennai,HealthTech,"communication, sql, excel",7,13,2024-08-31,114,Low
Cyber Security Analyst,Mumbai,IT,"security, linux, networking",0,22,2024-01-30,127,High
Software Engineer,Hyderabad,IT,"java, oops, sql",3,6,2023-01-15,115,Medium
Business Analyst,Mumbai,E-Commerce,"sql, excel, communication",7,23,2023-12-02,114,Low
Business Analyst (Remote),Mumbai,IT,"excel, sql, communication",0,3,2023-01-05,114,Low
Cloud Engineer,Mumbai,E-Commerce,"docker, linux, azure",3,12,2024-03-11,121,Medium
AI Engineer,Pune,HealthTech,"ai, python, nlp",7,23,2024-02-18,120,Medium
AI Engineer,Mumbai,FinTech,"python, ai, nlp",4,10,2023-10-07,120,Medium
Cyber Security Analyst (Remote),Hyderabad,IT,"security, linux, networking",6,19,2023-05-09,127,High
ML Engineer,Mumbai,IT,"python, tensorflow, deep learning",5,16,2024-05-27,138,High
Data Analyst,Delhi,IT,"python, excel, power bi",7,17,2023-03-14,114,Low
DevOps Engineer,Mumbai,FinTech,"aws, kubernetes, linux",8,12,2023-11-05,125,High
Data Scientist (Remote),Hyderabad,HealthTech,"ml, sql, python",8,16,2023-11-08,114,Low
ML Engineer,Chennai,E-Commerce,"python, deep learning, ml",7,6,2023-11-10,138,High
Software Engineer,Mumbai,HealthTech,"python, oops, sql",0,15,2023-08-21,115,Medium
Data Scientist (Remote),Chennai,FinTech,"statistics, sql, ml",6,18,2023-01-19,114,Low
Cloud Engineer,Pune,FinTech,"linux, aws, azure",0,6,2024-04-14,121,Medium
Business Analyst,Delhi,IT,"communication, sql, excel",2,6,2023-06-29,114,Low
Web Developer (Remote),Pune,E-Commerce,"html, css, react",2,9,2024-11-27,112,Low
Cyber Security Analyst (Remote),Mumbai,FinTech,"linux, networking, security",6,3,2024-02-08,127,High
DevOps Engineer,Delhi,HealthTech,"aws, linux, kubernetes",5,5,2023-09-16,125,High
DevOps Engineer (Remote),Mumbai,EdTech,"aws, docker, linux",1,15,2023-03-07,125,High
ML Engineer,Delhi,FinTech,"tensorflow, python, ml",0,20,2024-03-24,138,High
ML Engineer (Remote),Hyderabad,IT,"python, ml, tensorflow",6,13,2024-03-26,138,High
ML Engineer,Pune,HealthTech,"ml, tensorflow, deep learning",6,6,2023-10-30,138,High
ML Engineer (Remote),Bangalore,FinTech,"tensorflow, ml, python",8,16,2023-01-31,138,High
Business Analyst,Hyderabad,FinTech,"sql, communication, excel",5,4,2023-04-01,114,Low
ML Engineer,Hyderabad,IT,"ml, tensorflow, python",7,3,2024-03-04,138,High
Data Scientist,Bangalore,FinTech,"sql, statistics, python",1,11,2023-11-14,114,Low
Data Scientist,Mumbai,FinTech,"sql, python, ml",3,20,2023-11-27,114,Low
Data Scientist (Remote),Delhi,FinTech,"sql, statistics, ml",5,3,2023-11-11,114,Low
